URL,Headings,Paragraphs
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=117:laboratory-services-2&catid=10&lang=en&Itemid=289,,"This unit is responsible for the provision of high-quality laboratory services within limits and according to the provisions of the ministry of health, Sri Lanka for the National STD/AIDS Control Programme including antimicrobial resistance surveillance, laboratory quality assurance and infection control. Sub-Component/s Scope of Work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=116:hiv-testing-services&catid=2&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=115:hiv-treatment-care-and-support&catid=2&lang=en&Itemid=284,,"The overall responsibility of this programme area is to provide treatment, care, and support for people living with and affected by HIV/AIDS. Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=114:prevention-of-mother-to-child-transmission-pmtct&catid=2&lang=en&Itemid=283,,"This programme area is responsible for the prevention of mother to child transmission of HIV in Sri Lanka through an integrated approach with the maternal and child health services. Sri Lanka was certified by WHO as a country that has eliminated mother to child transmission of HIV and Syphilis in 2020. Revalidation of the same was done 2021. Sub - component/s - This includes the four ""Prongs"" Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=113:care-for-sexually-transmitted-infections&catid=2&lang=en&Itemid=282,,"The overall responsibility of this unit is to provide quality assured care for people infected or affected by sexually transmitted Infections (STI) through NSACP’s island wide clinic network. Broader areas include treatment and care of STI and prevention of mother to child transmission of STIs, development and update of various policies, protocols, SOPs, and guidelines. Scope of work Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=112:training-and-capacity-building-and-research&catid=2&lang=en&Itemid=281,,"This program area is responsible for the identification, needs assessment, planning, and implementation of strategies and activities for human resource development in the National STD/AIDS Control Programme and partner organizations. These groups include under-graduate and post-graduate trainees in the fields of medicine and other healthcare categories such as nursing officers, public health midwifes, medical laboratory technicians, physiotherapists, and peer educators from men who have sex with men, commercial sex workers, drug users, and beach boys’ groups. Capacity building includes Counselling skills development for care providers. Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=111:financial-management&catid=2&lang=en&Itemid=280,,"Accountant and the team are responsible for the financial management of National STD/AIDS Control Programme (NSACP) under the supervision of the director/NSACP. Financial management is done according to the circulars and regulations of the government of Sri Lanka (GoSL). Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=110:administration&catid=2&lang=en&Itemid=279,,"Director of National STD AIDS Control Program is responsible for the overall administrative functions of the NSACP. The director NSACP supervise the functions carried out by the Administrative Officer, Chief Clerical Officer, and the team. The administrative matters in the National STD/AIDS Control Programme (NSACP) are handled within limits and according to the circulars and regulations of the government of Sri Lanka (GoSL). Scope of work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=109:contact-us&catid=2&lang=en&Itemid=119,,"No.29, De Saram place,Colombo 10,Sri Lanka. General Line:+94 112 667 163 Hotline Line:+94 (0) 70 3 733 933 Fax:+94 (0) 11 266 5277 Email:This email address is being protected from spambots. You need JavaScript enabled to view it. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=107:advocacy-and-training-services&catid=2&lang=en&Itemid=129,,"Welcome to the Sexual Health Promotion page of the National STD/AIDS Control Programme (NSACP) of Sri Lanka. This page provides you with information, resources, and guidance on how to maintain and promote your sexual health. Sexual health requires a positive and respectful approach to sexuality and sexual relationships and the possibility of having pleasurable and safe sexual experiences free of coercion, discrimination, and violence. There is a broad range of sexual health-related issues, such as sexual orientation, gender identity, sexual expression, relationships, and pleasure. They also include negative consequences or conditions, such as: To promote sexual health, it is essential to have access to accurate information and resources. We offer educational resources, such as videos, brochures, and posters, which are available for download and use in health promotion activities. In addition, the National STD/AIDS Control Programme provides training for healthcare providers and community-based organizations to increase awareness of sexual and reproductive health and improve access to sexual health services. We believe that everyone has the right to sexual health and access to sexual health services without stigma or discrimination. Visit us to preserve your sexual health rights and for free access to sexual and reproductive health (SRH) services available in Sri Lanka, while safeguarding your privacy and confidentiality. Gender-Based Violence (GBV) During the clinical assessments at sexual health clinics, we identify females who currently experience intimate partner violence (IPV) and domestic violence. Those females will be provided with extensive counselling apart from empowerment with knowledge (on sexual and reproductive health, human rights, HIV and STI symptoms, modes of transmission/ and prevention, facilities available in the government and private sector, and contraceptive methods), skills, and confidence to tackle them. Depending on the extent of the physical and mental insult, females will be referred to relevant specialties such as psychiatry, gynaecology, surgery, etc. for further management. Hence, healthcare workers at NSACP will be a part of the multidisciplinary team that manages and cares for GBV victims. Furthermore, the victims will be referred to legal and social services whenever necessary. Sexual Dysfunction Sexual health clinics are conducted every Monday (except for public holidays) at NSACP by qualified doctors. There, people will be educated on various aspects of sexual and reproductive health. There are various causes leading to sexual dysfunction among males and females. They will be assessed according to their history as well as by clinical examination, and necessary investigations will be arranged accordingly.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=105:antenatal-services&catid=2&lang=en&Itemid=267,,"Every mother’s dream is to have a healthy baby. NSACP provide services for antenatal mothers to deliver a baby free of any mother-to-child transmitted STD in collaboration with the Family Health Bureau and Maternal and Childcare Services of the Ministry of Health. NSACP provide services for Antenatal women for prevention, testing and treatment of sexually transmitted infections. With the implementation of the Prevention of Mother to Child Transmission program island wide service provision and testing of pregnant mothers are integrated into the maternal and child health care package through the local medical officer of health. The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Goals (MDGs), specifically MDGs 4 and 5, which aim to reduce child mortality and improve maternal health, and MDG 6, which aims to reduce the spread of HIV, malaria, and other diseases. The Prevention of mother-to-child transmission of HIV programme was launched in the year 2002. In 2013 this programme was improved as an EMTCT programme and measures were taken to scale up testing services among pregnant women throughout the country aiming at reaching >95% testing of pregnant women for HIV by the end of 2016. Most of the provinces of the country have already initiated the programme. Sri Lanka has satisfactory MCH services with more than 99% of the antenatal population receiving antenatal care and delivering in health care institutions. The term “validation” is used to attest that a country has successfully met the criteria for EMTCT of HIV and/or syphilis at a specific point in time. “Validation of EMTCT of HIV and/or syphilis” implies that countries will also need to maintain ongoing, routine, effective programme interventions and quality surveillance systems to monitor EMTCT of HIV and/or syphilis. Global indicators for validation for the elimination of MTCT of HIV and syphilis. Impact indicators: Process indicators: According to the available statistics Sri Lanka has already achieved the impact indicators and is ready for application for the WHO validation certificate.   EMTCT Programme Guidelines EMTCT Programme Policies EMTCT Programme Health Talks EMTCT Programme Formats and Tools EMTCT Programme Other Documents A Guide for Healthcare workers Guide for Healthcare Workers Sample collection manual for antenatal clinics, Syphilis and HIV Testing, EMTCT Programme The Strategy for the elimination of mother to child transmission of HIV and syphilis in Sri Lanka The success story of managing Syphilis infection among pregnant women   Scaling up of elimination of mother to child transmission of HIV programming Sri Lanka The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=102:awareness-campaigns&catid=2&lang=en&Itemid=263,,"The National STD/AIDS Control Programme (NSACP) is responsible for implementing HIV/STI awareness programs in Sri Lanka. The NSACP works with various organizations, including government agencies, non-governmental organizations (NGOs), and community-based organizations, to implement these programs. HIV/STI awareness programs are implemented to educate the general public, particularly young people and high-risk groups, about the risks of HIV and other STIs, promote safe sexual practices and encourage people to get tested for HIV and other STIs. If you are interested in organizing an awareness program in your area/at your workplace/institute, contact the National STD/AIDS Control program or the closest STD clinic. If you are interested in organizing an awareness program in your area/at your workplace/institute, contact the National STD/AIDS Control program or the closest STD clinic.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=101:laboratory-services&catid=2&lang=en&Itemid=259,,"This unit is responsible for the provision of high-quality laboratory services within limits and according to the provisions of the ministry of health, Sri Lanka for the National STD/AIDS Control Programme including antimicrobial resistance surveillance, laboratory quality assurance and infection control. Sub-Component/s Scope of Work The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=100:hiv-treatment-and-care&catid=2&lang=en&Itemid=258,,"We provide medications for HIV infection, also known as antiretroviral medication (ART), to people living with HIV. All services, including drugs and laboratory tests, are provided free of charge. We consider your confidentiality a top priority. There are 30 ART centres established island-wide for service provision. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=98:hiv-self-testing&catid=10&lang=en&Itemid=276,,"If you want to get tested for HIV but can't get to one of the clinics for services, don't worry you can still request an HIV self-test. We will keep all your details confidential. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=91:condom-promotion&catid=2&lang=en&Itemid=264,,"Welcome to the Condoms and Lubricants page of the National STD/AIDS Control Programme of Sri Lanka. This page provides information on condoms and lubricants to prevent the transmission of sexually transmitted infections (STIs) and HIV. Condoms Condoms are widely used barrier methods of contraception (prevent unplanned pregnancies) and common, simple modes of HIV and STD prevention. It is important to use a separate condom every time you have sex, including vaginal, anal, or oral sex. Studies suggest that condoms are 90-95% effective in STI and HIV prevention when used correctly and consistently. Also, consistent condom users are 10-20 times less likely to become infected with HIV than inconsistent or non-users of condoms. Condoms are made up of several materials,Latex rubber, Polyurethane etc.When using a condom, it is important to check the date of expiry, open the package carefully, and make sure there are no tears or holes. Islandwide HIV and STD clinics provide male and female condoms made up of latex rubber, free of charge. Occasionally, latex can cause allergic reactions in very few numbers of individuals. Lubricants Lubricants are liquids or gels that reduce the friction, pain, genital trauma and condom breakage during sexual intercourse (especially in anal sex). There are various types of lubricants as: Certain lubricants contain additives that give specific desired properties, such as colours, flavours, and fragrances. It is important to apply the lubricant on the outside of the condom, and avoid using oil-based products, such as lotions, creams or petroleum jelly, as they can weaken the condom and cause it to break. NSACP provides access to free condoms and lubricants through the island wide STD clinics and community-based organizations/NGOs. We also offer educational resources on how to use condoms and lubricants correctly, including videos, brochures, and posters. Let’s work together to promote safe and healthy sex for all. The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=83:history&catid=2&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=75:kp-interventions&catid=2&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=74:projects&catid=2&lang=en&Itemid=101,,"      The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Know4sure.lk helps you assess your risk for HIV and book a safe, confidential and anonymous HIV test. Learn more The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=70:emtct-programme&catid=2&lang=en&Itemid=234,,"The elimination of MTCT of HIV and syphilis will help to improve a broad range of maternal and child health (MCH) outcomes and also directly contribute to the Millennium Development Goals (MDGs), specifically MDGs 4 and 5, which aim to reduce child mortality and improve maternal health, and MDG 6, which aims to reduce the spread of HIV, malaria, and other diseases. Prevention of mother to child transmission of HIV programme was launched in the year 2002. In 2013 this programme was improved as EMTCT programme and measures were taken to scale up testing services among pregnant women throughout the country aiming at reaching >95% testing of pregnant women for HIV by end 2016. Most of the provinces of the country have already initiated the programme. Sri Lanka has satisfactory MCH services with more than 99% of the antenatal population receiving antenatal care and delivering in health care institutions. The term “validation” is used to attest that a country has successfully met criteria for EMTCT of HIV and/or syphilis at a specific point in time. “Validation of EMTCT of HIV and/or syphilis” implies that countries will also need to maintain ongoing, routine, effective programme interventions and quality surveillance systems to monitor EMTCT of HIV and/or syphilis. Global indicators for validation for the elimination of MTCT of HIV and syphilis. Impact indicators: Process indicators: According to the available statistics Sri Lanka has already achieved the impact indicators and ready for application for the WHO validation certificate.    EMTCT Programme Guidelines EMTCT Programme Policies EMTCT Programme Health Talks EMTCT Programme Formats and Tools EMTCT Programme Other Documents A Guide for Healthcare workers Guide for Healthcare Workers Sample collection manual for antenatal clinics, Syphilis and HIV Testing, EMTCT Programme The Strategy for the elimination of mother to child transmission of HIV and syphilis in Sri Lanka The success story of managing Syphilis infection among pregnant women   Scaling up of elimination of mother to child transmission of HIV programming Sri Lanka The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=49:vavuniya-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendees who were having non-STD illnesses.    The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=48:trincomalee-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=47:ratnapura-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=46:puttlam-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=45:polonnaruwa-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=44:nuwaraeliya-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=43:mulativu-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,,"Dr. A.Thayalasealan (MO) STD Clinic, Base Hospital,Mulativu. +94212 061412This email address is being protected from spambots. You need JavaScript enabled to view it.  *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=42:monaragala-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=41:matara-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=40:matale-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,,"*1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=39:mannar-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=38:kurunegala-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
https://www.aidscontrol.gov.lk/index.php?option=com_content&view=article&id=37:kilinochchi-district-information-on-hiv-stis&catid=13&lang=en&Itemid=147,," *1Within 2 years of infection,2After 2 years of infection,3Includes both early and late cases,4Includes presumptive Gonorrhoea,5Includes both gonococcal and chlamydial conjunctivitis in neonatal period,6Include chlamydia,7Includes Lympho granuloma venerium, Granuloma inguinalae, Molluscum contagiosum, Scabis, Hepatitis-B etc,8Number of STD clinic attendeeswho were having non-STD illnesses.  The National STD/AIDS Control Programme (NSACP) of the Ministry of Health is the main government organization which coordinate the national response to sexually transmitted infections including HIV/AIDS in Sri Lanka.  No.29, De Saram place,Colombo 10,Sri Lanka +94 112 667 163 +94 112 665 277 infonsacpsim@gmail.com  "
